filename,category,group
295485015_1281095435758669_7453851740028857544_n_webp.rf.kn57XRSJIa5NT0WdSnmV.webp,Other,Other
360094618_292778846599144_7076496908252088439_n_jpg.rf.kpLhw6YHA7cEM6PZMsMR.jpg,Other,Other
312502412_483916400459991_6927021339503458127_n_jpg.rf.lJMm2ZuypXJNYy5EhSrh.jpg,Other,Other
340730274_1327428601139386_1222006070088426620_n_jpg.rf.l3I3z8a30FX8s5bgw4gP.jpg,Other,Other
340503031_172311485713689_5530661379118083817_n_jpg.rf.lWd5wY6x8Sl5cA9hJw5p.jpg,Everyday Casual Kurta,Everyday Casual
288984677_1197230877487920_3045917640786177272_n_jpg.rf.lVjtJI43iJfhhixP4NuZ.jpg,Other,Other
294887052_385162230192516_2682450008461083842_n_webp.rf.lX9yOgHaLrMFgptXSty9.webp,Other,Other
314928604_534929661381578_3580941152160851780_n_jpg.rf.l4uPoXRAV5zwhQijiEDJ.jpg,Other,Other
387703414_291621840395535_5292087991945386814_n_jpg.rf.lYRxuHjH4SCT2Vi96djE.jpg,Everyday Casual Kurta,Everyday Casual
316648732_203319095410325_4369884768723766696_n_jpg.rf.liWp3BCA6T447R2u2lh9.jpg,Other,Other
306456045_762344308362371_8878631309303093133_n_webp.rf.ldVJ49dKLTrS3aAGSydL.webp,Everyday Casual Dupatta,Everyday Casual
365674777_18297733879184038_5965618648250807942_n_jpg.rf.lb7fACLy3ae1FBSb6gD7.jpg,Other,Other
284857815_1055667905368974_3869404288430206646_n_jpg.rf.lXQTRTYC0Rolsj497K6L.jpg,Other,Other
347261746_284398153970207_8320968837681615100_n_jpg.rf.FRM4XbOkbHFkv2gettY5.jpg,Other,Other
281550844_4923711434400459_7157371441194782257_n_jpg.rf.FVrJOolkkUx6w2VCFuTx.jpg,Wedding Guest Maxi,Formal
382606319_840473274278904_9118482696100867655_n_jpg.rf.FcMILGMa9zPVrx2Yo8Pa.jpg,Wedding Guest Kurta,Formal
349476935_1638280870022204_2014955485147824362_n_jpg.rf.FmbUpmI4vHPbxlWPpRTG.jpg,Everyday Casual Kurta,Everyday Casual
320235661_893025725205461_6186491861422715420_n_jpg.rf.FiBxcpsHLCy0iGy8FKWm.jpg,Everyday Casual Kurta,Everyday Casual
287495743_568889728264824_8069628046186021789_n_jpg.rf.FqXEnEvu7MehYV9ZY9im.jpg,Wedding Guest Sari,Formal
355029491_641585057992889_6880368059260372961_n_jpg.rf.FpMtuCW5N90wFplcxwVb.jpg,Wedding Guest Kurta,Formal
333377459_3077065332591132_2453845476758735332_n_jpg.rf.FoJrF6w6mpDnZK5bqKQU.jpg,Everyday Casual Kurta,Everyday Casual
332316507_1353134575476879_5544288110366323306_n_webp.rf.FxqdvFcdRSBBV7IDjvvz.webp,Everyday Casual Kurta,Everyday Casual
366567964_6659469124074874_8575921377711686558_n_jpg.rf.Gljc9zgI6I6CkFxJpbhN.jpg,Everyday Casual Kurta,Everyday Casual
385022100_18306672043184038_5890926166260033331_n_jpg.rf.GBkuP080sQFs0Os80xP5.jpg,Everyday Casual Dupatta,Everyday Casual
358549534_18380305480053839_7772883064563068405_n_jpg.rf.GzXnIY8B9fEyjWt9cjDX.jpg,Other,Other
291114595_352806546820863_6393057925494339356_n_jpg.rf.GdYm93ARUiYDnRtao6Pb.jpg,Wedding Guest Kurta,Formal
321859423_506361124812685_3513012742588275880_n_jpg.rf.H2w17fTpJZbqC79fYuGB.jpg,Everyday Casual Frock,Everyday Casual
274575209_1256720378191658_2835449195609495428_n_jpg.rf.HZ6HskU0WoyANjV6RCYJ.jpg,Wedding Guest Kurta,Formal
361583606_673929997401135_3367298865159160131_n_jpg.rf.Hn5GQio26jGDX6OMMX9w.jpg,Other,Other
332957435_445680401051350_8036886528095652104_n_jpg.rf.H9knUT3zbKSZR1NNnGea.jpg,Everyday Casual Kurta,Everyday Casual
264273709_426389115867896_2071255708434279330_n_jpg.rf.Hystxi7UQL82nTGOVifE.jpg,Wedding Guest Kurta,Formal
352234980_1613196082490283_5374184028410855490_n_jpg.rf.HXwqwNF5BfzhMdElL53P.jpg,Everyday Casual Frock,Everyday Casual
338270824_6179950848759887_6921657789492497582_n_jpg.rf.Hzh3Ji4KIrh9Vru56J1w.jpg,Everyday Casual Dupatta,Everyday Casual
335021270_949250092923703_3143603577331448318_n_jpg.rf.I8knPOUceI2rvLLgbSuG.jpg,Everyday Casual Kurta,Everyday Casual
329799907_1293621244530849_7034596483040700044_n_jpg.rf.I5MbrQO2EPMwXx7oje0t.jpg,Other,Other
374207979_18303116107184038_4849182484200225012_n_jpg.rf.I0K3kQ18cMRRKXcldjrX.jpg,Other,Other
385683249_1269745327017238_7994740328444621560_n_jpg.rf.I8wJ53c1DAl78i0LlkA7.jpg,Everyday Casual Kurta,Everyday Casual
365647159_300532532490442_8031311780398459842_n_jpg.rf.IP9L7mmLlw8rSQRvGiPH.jpg,Other,Other
240418211_1244558489320956_8713952238801334325_n_jpg.rf.IaCtY9Lw46YHpePTOnj3.jpg,Wedding Guest Maxi,Formal
355637204_1251979805689508_3705313866090640681_n_jpg.rf.IjHldV8xDHEPWEwPp4r9.jpg,Everyday Casual Kurta,Everyday Casual
366198513_661508555879602_8586339533371843276_n_jpg.rf.IjURIhRbgTsTmBvIhKcf.jpg,Everyday Casual Kurta,Everyday Casual
374562266_18301696447184038_3094631116186593853_n_jpg.rf.IombgVCnQFGUwNvY9wNC.jpg,Other,Other
385282367_278721075072405_8098153923790252830_n_jpg.rf.l5vYIXllN31N3W6TQhzo.jpg,Wedding Guest Dupatta,Formal
333876384_216931667412205_6718458657990672338_n_jpg.rf.ksCtDJVRsZDgyT0qaT5d.jpg,Other,Other
309253216_841264973577671_4249911453997167857_n_jpg.rf.kwXbeEgaX3i9us2upvv1.jpg,Everyday Casual Kurta,Everyday Casual
263389310_132629842487737_1983085086951172776_n_jpg.rf.IOQarpLkLKJBL23abXS7.jpg,Wedding Guest Sari,Formal
347872721_292356866455808_4541843783271447686_n_jpg.rf.lE0c3dlG1pEaqK4zNJjV.jpg,Other,Other
372911545_680581514093243_1944185419566059395_n_jpg.rf.lQzm618h3ILgiY2IiWpb.jpg,Other,Other
306315202_602649934657769_4570538720843035952_n_webp.rf.lYtFNTpiIjxQCKOjPgwO.webp,Everyday Casual Kurta,Everyday Casual
365963075_3258130224477076_2764045897597883470_n_jpg.rf.lagQfEvuxMqV3HTYCiSc.jpg,Everyday Casual Kurta,Everyday Casual
361971555_3420577924847327_3331393221739512_n_jpg.rf.mHucUyqANZPHTC8oWihl.jpg,Other,Other
274603491_643781270221619_3193073656867208302_n_jpg.rf.m4JLidTwh7eYqu54UxT2.jpg,Wedding Guest Kurta,Formal
316646927_136772952498354_7619317134325801199_n_jpg.rf.ml9BxvN8Hy0KFaMC5218.jpg,Wedding Guest Kurta,Formal
363028277_829357818550481_7807099899828191094_n_jpg.rf.llVlaRMRc7RP1XxjtQC5.jpg,Other,Other
363498891_651516416926547_573725887481021497_n_jpg.rf.lvCK8fN71tO9rDtN0d03.jpg,Other,Other
333759574_132100426231354_6178201368610406414_n_jpg.rf.mmeEmWur5OmCnWKrB1wu.jpg,Semi-Formal Kurta,Semi Formal
337983053_152319910801508_3787736301013841107_n_jpg.rf.mxvOcUIPocuh33W5ZTsE.jpg,Everyday Casual Kurta,Everyday Casual
298247147_5449230431825449_2351774940307760674_n_webp.rf.n5w2IRpP5LoMsgPhAcBd.webp,Other,Other
370377314_18301241485184038_3402738592979369090_n_jpg.rf.n5VwjxSrrewcKETSdsDQ.jpg,Semi-Formal Kurta,Semi Formal
284131264_111608188134109_370570814362785849_n_jpg.rf.nYYiFaZQyrX8eTeUeOqq.jpg,Everyday Casual Straight Pant,Everyday Casual
300201597_158103350213360_581037463396320233_n_webp.rf.neLTbm51KypQBMMOOBjj.webp,Everyday Casual Kurta,Everyday Casual
339311571_6349750325069925_8348793587204975523_n_jpg.rf.nysuuhAqZAJh0FnImVAD.jpg,Everyday Casual Kurta,Everyday Casual
274609517_1105255763592308_6499661879923825491_n_jpg.rf.o1Me2wsAJ25ZpZvEdddN.jpg,Wedding Guest Maxi,Formal
375042990_689704689846661_5304615867281732236_n_jpg.rf.n9uREfB2Hg0gnntFjqSj.jpg,Other,Other
313845635_131077823109897_5948948083191702298_n_jpg.rf.o5R5SHjMjxncWjw1vRxU.jpg,Other,Other
301975678_763523108310617_4185075648598783414_n_webp.rf.oE48GxTzi2tgByLngBal.webp,Everyday Casual Kurta,Everyday Casual
298956179_1059471798038002_2967815145433549150_n_webp.rf.o9N6eMNhIMBHPahoZ6dy.webp,Other,Other
349250734_947403803136362_1415182748180190875_n_jpg.rf.oOIAdzMXUiQYBzTW7lGQ.jpg,Everyday Casual Kurta,Everyday Casual
318320837_457297029882412_3062978534072480061_n_jpg.rf.oNHS3RYtNdesyG6HR1gF.jpg,Other,Other
387267008_1255007115193488_551553086182639723_n_jpg.rf.oZ5ujbaHlOR9rWpfq6IS.jpg,Other,Other
316726774_476094174413078_417642952663204573_n_webp.rf.p6GvigfU4CiZl1xeNGhC.webp,Everyday Casual Kurta,Everyday Casual
357431390_18368351311057254_4004052203616935873_n_jpg.rf.EwfIsxXFv9GhCgPZdc9r.jpg,Other,Other
313884123_708420840566865_357977281003683763_n_jpg.rf.oRBokfXcmSJBjTzJmVXd.jpg,Other,Other
381062659_720631843436909_6556976127324165318_n_jpg.rf.ooECmM7hXRFYNNwHXeSO.jpg,Semi-Formal Kurta,Semi Formal
331147432_115915858085941_294068074958341752_n_webp.rf.F3ahj0z0XhmdRSzBhKy4.webp,Everyday Casual Dupatta,Everyday Casual
351126808_288698763507889_6748843733595906535_n_jpg.rf.FVkU6A5oOf6A8YWufr8l.jpg,Everyday Casual Kurta,Everyday Casual
338913653_475176701399592_3287701246690371286_n_jpg.rf.F6sNxk8hCUywOmif1gwD.jpg,Everyday Casual Kurta,Everyday Casual
361707583_294638993087617_7552564780366850917_n_jpg.rf.FfUCe5PtNqd7OvZrCFfd.jpg,Other,Other
329464640_856221348805977_7861338223800164363_n_jpg.rf.FaITsz9UBcnbDSuw5cnW.jpg,Everyday Casual Kurta,Everyday Casual
382337267_1822764178193629_6248448069484316966_n_jpg.rf.FFwmSJMm2MvQkRgmfx3t.jpg,Other,Other
313928375_887291038936435_4915623543260688396_n_jpg.rf.FxTG5vkoTkKNHIm8bL25.jpg,Other,Other
346611905_194234173069319_939415408968744419_n_jpg.rf.G0P8YFy1jfy5ibAkTb4J.jpg,Semi-Formal Frock,Semi Formal
306433848_1189379088287651_5386532841325337042_n_jpg.rf.FqbiLs3Mbn625f26EVvx.jpg,Everyday Casual Kurta,Everyday Casual
316605606_1338392306896172_2716940475467542948_n_jpg.rf.GVf11lPHZgxFrg1cJiOQ.jpg,Everyday Casual Frock,Everyday Casual
330467278_1135191937170571_8534726968795032089_n_jpg.rf.FZfWoOW3qWWdfRKA0bTi.jpg,Everyday Casual Dupatta,Everyday Casual
347243763_669931461840281_972667146045959238_n_jpg.rf.GyG80ky76V2ohRsAmHMi.jpg,Semi-Formal Kurta,Semi Formal
316146713_537775524502291_4392749474397005184_n_jpg.rf.GEDNbdKn7YrKwxRJjIu7.jpg,Everyday Casual Kurta,Everyday Casual
385844426_1054980268852677_7243714976108518328_n_jpg.rf.GhRJzd5mHaJPpMpf2yWg.jpg,Everyday Casual Dupatta,Everyday Casual
336550702_699017798641621_5371686379128649890_n_jpg.rf.HDPmc72XwazKpMLdvkR0.jpg,Everyday Casual Kurta,Everyday Casual
314626269_1297394367674585_3222909710418510497_n_jpg.rf.HHpzRqDyhqQE2Mk9Ur07.jpg,Other,Other
352413559_953069232685577_6962826824264867031_n_jpg.rf.Hi9Ej6GPA1LIWRccXoF9.jpg,Everyday Casual Kurta,Everyday Casual
386508285_334794272397601_6803353589943533432_n_jpg.rf.HSoRYMJaU3VhCkhkwqBk.jpg,Everyday Casual Kurta,Everyday Casual
301169962_1347052105820962_8278766310091818950_n_jpg.rf.HiWHltxn7q2u814EeqMd.jpg,object,Other
326420974_689882336169133_8433180613610099544_n_jpg.rf.IDzOTxsebLO3ZOfocQXI.jpg,Other,Other
338616770_1207074836841667_5530673486309640565_n_jpg.rf.I1oO8mcyVMoHvvMBpGHG.jpg,Everyday Casual Kurta,Everyday Casual
312643650_603204044824118_3852943524770540545_n_jpg.rf.IdurhzI5wsUHf1giCC4q.jpg,Everyday Casual Kurta,Everyday Casual
384127999_329352492941779_3705863869833799693_n_jpg.rf.HjDll2wPPrlnVyOL41dS.jpg,Wedding Guest Maxi,Formal
336041139_750390263124203_4391439511977018957_n_jpg.rf.IYJkzRwGJnZUzU9uj60B.jpg,Semi-Formal Kurta,Semi Formal
366734983_303713808838981_4796065827865344720_n_jpg.rf.IXdVtWaYaN0kRGk6rCXs.jpg,Other,Other
299781474_1338373623638865_4218895972743548359_n_webp.rf.JEwKOrGW0HVKHHjG4ezO.webp,Everyday Casual Dupatta,Everyday Casual
297664036_183781817441067_1777719970725768990_n_webp.rf.J4g8CIeceQIV92Lz3iZD.webp,Everyday Casual Kurta,Everyday Casual
312789684_1227444117832019_8968057119360434208_n_webp.rf.J5C1VKDv2h61AsNXqA2R.webp,Everyday Casual Kurta,Everyday Casual
286279992_325491939610923_5949533805205904798_n_jpg.rf.p4SirBRCRvMWpOxoToPi.jpg,Other,Other
332590580_733082515024573_7215865007214628908_n_jpg.rf.oblcK8OhdkmPHdUWY5l0.jpg,Everyday Casual Kurta,Everyday Casual
306072884_621388719369518_1626827946024974540_n_jpg.rf.IuGQ4Rzk2kbzQAbA2PfW.jpg,Other,Other
332325832_563404532406484_6855913854248448197_n_jpg.rf.p6DC9kNCnGHPWS6yHXt4.jpg,Everyday Casual Kurta,Everyday Casual
358758482_1324230161785443_2639142692732635391_n_jpg.rf.p7duLjE8EbMcdZrR9FNS.jpg,Everyday Casual Maxi,Everyday Casual
362667312_591763899784779_1878565041571732432_n_jpg.rf.pYQL6tkLWZ00SaqUrMiV.jpg,Other,Other
345502380_993046415394873_1513103729091500942_n_jpg.rf.pr2njMFbmuCOERUBFsSU.jpg,Wedding Guest Sari,Formal
311763252_5359752994123398_7659422164838080582_n_webp.rf.puCKjI3Gb2BrgoWb3VDw.webp,Everyday Casual Kurta,Everyday Casual
361584519_18295781023184038_6036618131207550486_n_jpg.rf.ppTCliTspmvlDqHTmEZK.jpg,Other,Other
298988303_786783399015368_5034831778117226757_n_webp.rf.pUnBEv9ql00AjcP2jCwm.webp,Everyday Casual Kurta,Everyday Casual
309629558_823693008815707_7405458022736114836_n_jpg.rf.qB7er2aGlgjeIDrAQsO0.jpg,Everyday Casual Kurta,Everyday Casual
339839210_242939548101806_8285830201009377139_n_jpg.rf.qLjydEoxUwmfIKCQKxLV.jpg,Other,Other
315420523_913828190027297_549576748038507787_n_jpg.rf.qElm75CByDwaq98ZvnqE.jpg,Everyday Casual Kurta,Everyday Casual
381651939_886140889535236_6616631477849582357_n_jpg.rf.qmrN9P2SjYbLJBLDQL32.jpg,Other,Other
349587677_173502922347710_4459963052750685762_n_jpg.rf.r7wmJ82rHExA1B2wPjql.jpg,Everyday Casual Kurta,Everyday Casual
296114179_143003241412273_690545264730735125_n_jpg.rf.rBU91mIG8L7Lwb4dwJ6g.jpg,Everyday Casual Dupatta,Everyday Casual
311600802_115537634665421_4117988483140204992_n_jpg.rf.r8c8gQOsEEeHIBc1vgOL.jpg,Other,Other
331648297_748348860343351_489912316950534987_n_jpg.rf.rPzJh5uroiUDb94lpQRh.jpg,Semi-Formal Kurta,Semi Formal
312487741_521651006475518_5410727028083449638_n_jpg.rf.rUDShSVpKXCusb2xWbjC.jpg,Other,Other
358367982_676182367868797_8466569154095532011_n_jpg.rf.rSRXqMUXQHFTAKs8GEr6.jpg,Other,Other
290978646_174664971703188_6453168949539788629_n_webp.rf.rXtonwctDnqfv50Z2WXO.webp,Everyday Casual Kurta,Everyday Casual
366641648_18298474543184038_4124383786210267562_n_jpg.rf.rZwtSKLTzv9bDbiCilFI.jpg,Other,Other
334854692_207604248523881_7335759325105230767_n_jpg.rf.rz7gTiI6SvoXVr7t4rOx.jpg,Everyday Casual Kurta,Everyday Casual
360085456_571614178262887_2419585826068982891_n_jpg.rf.rxH8Ij9Kw1Fbu7iMqapr.jpg,Other,Other
371025156_313024487907913_3114530634581551901_n_jpg.rf.rtC4qAWAiVhGrJYF71I4.jpg,Other,Other
330994895_1289355141658985_2719099335248078931_n_webp.rf.sGLXDlY9ZwongH4uZebx.webp,Everyday Casual Kurta,Everyday Casual
386175572_1521418498643047_1163827482023778989_n_jpg.rf.s5VUGKvQtVEsIc5OvDcy.jpg,Everyday Casual Kurta,Everyday Casual
386552958_332794149264280_524637058579363440_n_jpg.rf.s07ITBraRskSNPs6wsYv.jpg,Everyday Casual Kurta,Everyday Casual
290344824_422024689805049_6275520964860885299_n_jpg.rf.sHjZSqE4dHW7jpyr7qjj.jpg,Everyday Casual Kurta,Everyday Casual
338690653_596674035707358_4586808452410537967_n_jpg.rf.sRHnXGX6NiI9G1PF00pn.jpg,Everyday Casual Frock,Everyday Casual
336941625_687736386437338_2063276990131436219_n_jpg.rf.sglWduXx2OY4cNo2KOm4.jpg,Everyday Casual Kurta,Everyday Casual
315494844_189672693642811_2556712868591042693_n_jpg.rf.vEGH8cTNjiX3G15ZD1k1.jpg,Everyday Casual Kurta,Everyday Casual
353628686_640211794805846_7110377685293048594_n_jpg.rf.vSYwh343EfayRF6T2Ydn.jpg,Everyday Casual Kurta,Everyday Casual
274801735_932874527247646_5555869329787116701_n_jpg.rf.vV3QRdDms0b9nXTwUaeh.jpg,Wedding Guest Maxi,Formal
369547143_3054208418047572_5901877162378332446_n_jpg.rf.vppEam5o8ITzWjPFkGiY.jpg,Other,Other
386604611_866842114802051_1789253428663114968_n_jpg.rf.vsZgs0VYeRzhSva06h3U.jpg,Everyday Casual Kurta,Everyday Casual
348571218_825828335570096_6531164189706269216_n_jpg.rf.vnrSr2rV1EosFfO8uHEj.jpg,Semi-Formal Dupatta,Semi Formal
350746363_911857216549095_1832916086665214888_n_jpg.rf.wGoXR6NGrlUXq9kwGHRf.jpg,Everyday Casual Kurta,Everyday Casual
316161547_6000542443318631_1607037114503702846_n_jpg.rf.wDnkz8Ch3q4l3VquNnmo.jpg,Everyday Casual Kurta,Everyday Casual
366376861_838605370959059_1086038816812104046_n_jpg.rf.vtXGuKTIz3yf0nA2ZANP.jpg,Everyday Casual Kurta,Everyday Casual
267289955_157613809924861_5322370291273410995_n_jpg.rf.wVTnSon8DWb3RsfdH2y7.jpg,Wedding Guest Choli,Formal
297504930_145369098127328_2403973862340499551_n_webp.rf.wIXul8Yw7UCtVrZVbNsW.webp,Everyday Casual Kurta,Everyday Casual
305851588_627646788921014_5391826446516550169_n_webp.rf.wG6XQlfjXtbhssdO9EbE.webp,Everyday Casual Kurta,Everyday Casual
387249591_138698269297209_2836103258001948756_n_jpg.rf.wiJqlZS3gDJoHmi2YVyT.jpg,Other,Other
386871299_711054737737762_7120840977061855932_n_jpg.rf.whFqxNbXDeegq3YrQYLg.jpg,Everyday Casual Dupatta,Everyday Casual
365984638_690502073120786_2234601826516125704_n_jpg.rf.ws2O3dj1CnsxFutF2Qol.jpg,Everyday Casual Kurta,Everyday Casual
244342000_202669631835811_4051003053438035638_n_jpg.rf.wjyUFBgfHT0gfABXb5nA.jpg,Other,Other
332509988_1657279914728861_6261417732449605499_n_jpg.rf.wzlDuRhWAyVeBTy43tkz.jpg,Everyday Casual Frock,Everyday Casual
385810219_6072452459520986_4431992151283409724_n_jpg.rf.xQRzKiwhNWBNK0mtpq96.jpg,Everyday Casual Kurta,Everyday Casual
362464916_496531726001211_3022476038252202071_n_jpg.rf.xBOH26kTRzhiltGPMu2m.jpg,Other,Other
292939739_414488840627181_5117425555353187405_n_webp.rf.x1A5fJMI93ZKojj8079y.webp,Everyday Casual Kurta,Everyday Casual
356240034_3597820387208199_1519649575742537129_n_jpg.rf.xaIKZ38CvWmFxbb6hBxD.jpg,Semi-Formal Kurta,Semi Formal
299827501_186221130440222_5990648943610054498_n_webp.rf.xndYK2b5XG4T20JN6dfC.webp,Everyday Casual Kurta,Everyday Casual
331317416_6009228935826522_2554505356586774412_n_jpg.rf.y71DtGfbkMj6b8cORztf.jpg,Everyday Casual Kurta,Everyday Casual
370564610_997777804709727_682607338373559987_n_jpg.rf.xQi9exixG5G4axzpg0rK.jpg,Everyday Casual Kurta,Everyday Casual
350841489_1744485225985381_7125241608619073491_n_jpg.rf.y7CXkWy1zk6AwdgSBHxG.jpg,Other,Other
314450564_1062558041089129_4430123600530202635_n_jpg.rf.yGllM3Irq9uGScHcJDaI.jpg,Everyday Casual Kurta,Everyday Casual
341126689_1414728915937486_841611683203007742_n_jpg.rf.yR1ol4HUCAsRz76o4qnS.jpg,Other,Other
340319885_531079709221404_4907818826217185709_n_jpg.rf.yRTf9GAvWd16ZB6rkq5D.jpg,Everyday Casual Kurta,Everyday Casual
374575898_18262720567093875_4675876003049801470_n_jpg.rf.xvfcVSxTIcWQKsN1DzwR.jpg,Semi-Formal Kurta,Semi Formal
376265180_830118308785048_4323669068769613149_n_jpg.rf.yE5oCNiF1NCYAyhkNpcf.jpg,Everyday Casual Kurta,Everyday Casual
351416643_998143241323553_2983961141793956771_n_jpg.rf.64l2xKGyZsqf3ZXa2NkO.jpg,Everyday Casual Kurta,Everyday Casual
284580990_174377168351188_5890050886067393961_n_jpg.rf.6guD1qJXoSbPIOdi6giA.jpg,Everyday Casual Kurta,Everyday Casual
361928399_1104204767633944_6847238118315066905_n_jpg.rf.5xe9SONGT4n40Sc5djUJ.jpg,Semi-Formal Kurta,Semi Formal
337573775_1310631036165862_178154982356119678_n_jpg.rf.7H2JMM3xR8MRXnv3NbSg.jpg,Everyday Casual Kurta,Everyday Casual
271610211_4774436485944111_746394404023803684_n_jpg.rf.6uGV7e8Nh3RrNyAQ6hrZ.jpg,Wedding Guest Kurta,Formal
358135860_285925130617849_2048126859475207680_n_jpg.rf.6pSPiAIthgka05j7TQvE.jpg,Other,Other
339446544_1433409233866843_7328166986200363786_n_jpg.rf.7Zz6lcEIemX16Gv0o1uJ.jpg,Everyday Casual Kurta,Everyday Casual
297107231_747307956488570_4549950451560943204_n_webp.rf.7dGYmVxCAYuSxK1SEiuk.webp,Everyday Casual Frock,Everyday Casual
311889523_1121808375110511_6207016781171539075_n_jpg.rf.7UpfxkDQoBn8oa5qc9j1.jpg,Other,Other
351474269_586364643635151_4413282797004916365_n_jpg.rf.7r52N9p7Idujytpu31Cz.jpg,Everyday Casual Kurta,Everyday Casual
356641220_593682996219450_3756874190189276759_n_jpg.rf.kwoS6HPBR0BKrpv252yk.jpg,Other,Other
391612259_18307981819184038_6674403531907341628_n_jpg.rf.l1FywqqdhmmgdSY1x9Pk.jpg,Everyday Casual Kurta,Everyday Casual
331662691_1156156598380348_3942824482612770815_n_jpg.rf.lAik6xSgSHVp7F0pPRmr.jpg,Other,Other
352202764_205674182390473_1410598759271829527_n_jpg.rf.lCord9lRB63XFEHnEaHT.jpg,Everyday Casual Kurta,Everyday Casual
327601754_572132008139135_5015639306055426857_n_jpg.rf.lV0mJpgev9haNGHdtzaB.jpg,Semi-Formal Kurta,Semi Formal
299612073_1444906635983346_5781992177621808444_n_webp.rf.lQ0TOB7mTxAFnDpigR3h.webp,Other,Other
333917643_728872012034121_1732158175215156115_n_jpg.rf.lZrDjGyiGPQNkpmySkxX.jpg,Other,Other
363297476_829356281883968_3147450816619720062_n_jpg.rf.mZ2XuzKJPMG7zOw5iarg.jpg,Other,Other
369222003_597939252273668_8066632768562413243_n_jpg.rf.mM0WZMJyCbYUJKIk9tDy.jpg,Other,Other
294639633_182786904121538_5783368416255607727_n_jpg.rf.mEKlQQgXF3NytIl7xiEA.jpg,Everyday Casual Kurta,Everyday Casual
347794139_664583728771092_8088310588181234874_n_jpg.rf.mRice28pdGzanQ459D7e.jpg,Semi-Formal Kurta,Semi Formal
363391551_295339046343124_2739107825609136534_n_jpg.rf.mveui4Gzs38qGPG1yWWp.jpg,Other,Other
299326746_914522012817460_2334532130353718128_n_jpg.rf.n0kctjdljKjVBO1iqf3N.jpg,Everyday Casual Kurta,Everyday Casual
332775916_606322044649955_2562373852035670439_n_jpg.rf.mpZnlIbbxfzCxZPVdHTB.jpg,Everyday Casual Kurta,Everyday Casual
315299388_176020268431099_1981461982215832640_n_webp.rf.n4bmm1uyxZaPc3DdBKvG.webp,Everyday Casual Kurta,Everyday Casual
340509093_961724271493615_2812799709120927326_n_jpg.rf.nbCP0rRbOgxXrO0SfjHo.jpg,Other,Other
332354148_742457003939692_8683843972306068313_n_jpg.rf.nNK5OdEppZ7F479tepKa.jpg,Semi-Formal Maxi,Semi Formal
309327109_2855186988121353_8689508676533881394_n_jpg.rf.nKMMYrPeOPh1cbW81TT6.jpg,Other,Other
305550675_1096208821003096_3371739698001029588_n_jpg.rf.nmWruWop1GPjBQDgA061.jpg,Everyday Casual Kurta,Everyday Casual
375832607_852599219559674_8913209286822575791_n_jpg.rf.n3GHjNN4nNcVTtpWL9QS.jpg,Everyday Casual Kurta,Everyday Casual
328131550_841567650242133_5527285927508204079_n_webp.rf.nqbfQL59RxZlKxgPHqK9.webp,Everyday Casual Kurta,Everyday Casual
344862576_2342911729211980_877563485091876578_n_jpg.rf.nba9XJmittQBdNHDoN7n.jpg,Everyday Casual Straight Pant,Everyday Casual
387085720_867805661372363_5564538637582181377_n_jpg.rf.o99Atxjuo1yUjgmxQOx5.jpg,Everyday Casual Kurta,Everyday Casual
336505749_955501785616503_1829893888088098349_n_jpg.rf.nwXLgrkDDII8HxYDXuy8.jpg,Everyday Casual Kurta,Everyday Casual
362976266_829356058550657_93556481613969408_n_jpg.rf.oLMCxxGOY0wZnJutAepI.jpg,Other,Other
279562966_367427708765849_2607933889615211147_n_jpg.rf.oLXwnnUvSaVsDDIWkLiE.jpg,Wedding Guest Kurta,Formal
339110827_793128642231121_6226034783857938902_n_jpg.rf.oPyGKkX80jd8EgmzXzLj.jpg,Everyday Casual Kurta,Everyday Casual
348248243_1703993480014289_1123986672001631695_n_jpg.rf.st0uYYkP2mE9etaUBgMI.jpg,Other,Other
225947858_3941810742595541_8356962026575242460_n_jpg.rf.oaF5yOQlPYuGtxYukLdk.jpg,Wedding Guest Maxi,Formal
333621453_1363192271186910_336412817346273715_n_jpg.rf.oH77k8IRUMNT3BPcqlqh.jpg,Everyday Casual Straight Pant,Everyday Casual
364250750_6746372995382945_3544708052550911720_n_jpg.rf.oRYQ7OwNKi7tx4cSN7JY.jpg,Other,Other
283506892_549502566740917_9027701254530592309_n_jpg.rf.tJMBoUWuVwLY5CHZV4bC.jpg,Everyday Casual Kurta,Everyday Casual
317805420_512309787305220_8872046392710396332_n_jpg.rf.tQLRHN6KCu6O2tE3sfzl.jpg,Everyday Casual Kurta,Everyday Casual
295849602_2791564097817331_1291312366142240437_n_webp.rf.tonMmUMGelfPK8Uw9x08.webp,Everyday Casual Kurta,Everyday Casual
376864785_869116711244220_8759652363067743482_n_jpg.rf.tM8Amc4RPpQY613t3R6e.jpg,Other,Other
348244328_1458889401315415_7325422997846130282_n_jpg.rf.uKygfrm7BunU0TofthjR.jpg,Other,Other
355707664_646698414157184_1335868198327976637_n_jpg.rf.udRcSAThxuZJB5dzK8IC.jpg,Other,Other
387833651_869811524505110_4867548758090009462_n_jpg.rf.uldsYF3k7t3MwZGzBrFK.jpg,Everyday Casual Kurta,Everyday Casual
287359607_3144360939158146_5357402075139452835_n_jpg.rf.u8S3JGgqvVAYkuS9CY8v.jpg,Other,Other
